,player_id,total_sessions,total_events,total_revenue,purchase_events,first_country,days_since_first_session,ltv_target,will_pay_in_future,historical_payer
694,1C787BC34A63A09D,2,2,0.0,0,US,63,0.0,0,0
695,4E3F7B7F2D610A10,11,22,0.0,0,NG,64,0.0,0,0
696,80d58d93-21ef-41aa-adbf-d6d633b5188f,3,12,0.0,0,MA,63,0.0,0,0
697,C55AA93DC7ABDA2A,1,2,0.0,0,FR,65,0.0,0,0
698,EC893C6D88A1E787,1,4,0.0,0,US,64,0.0,0,0
699,2379C477F8515220,1,5,0.0,0,GB,65,0.0,0,0
700,F0821E6728195313,1,5,0.0,0,US,65,0.0,0,0
701,5a2201d7-0205-44fb-95f6-cd2d71a548f9,1,1,0.0,0,LY,64,0.0,0,0
702,BBF97E6641F193DB,1,3,0.0,0,US,64,0.0,0,0
703,67456139A481D21E,1,1,0.0,0,DZ,64,0.0,0,0
704,110BC9D9257A97F,7,29,0.0,0,IN,63,0.0,0,0
705,51FB32389CF4D82F,3,30,0.358,5,US,65,0.0,0,1
706,5028749FC90F9229,1,3,0.0,0,SN,64,0.0,0,0
707,E9874AB7F5F7971B,3,16,1.033,2,US,64,0.0,0,1
708,553B3C407B8A2F19,1,2,0.0,0,IQ,64,0.0,0,0
709,BE9C3AA9AC3DB463,1,23,0.0024,8,NG,63,0.0,0,1
710,956505B04600B863,1,6,0.0,0,HT,64,0.0,0,0
711,BD5008D4F26D2F53,1,7,0.0102,2,US,63,0.0,0,1
712,281135df-5019-40e7-8938-95c5d28b37b8,4,4,0.0004,1,CU,63,0.0,0,1
713,FC56426EB34373AA,4,20,0.0,0,IQ,65,0.0,0,0
714,7D8E3BCE95717731,1,1,0.0,0,CI,64,0.0,0,0
715,72CB2706954BCC21,3,4,0.0,0,IQ,64,0.0,0,0
716,2AEB98075273229C,2,6,0.1181,1,US,64,0.0,0,1
717,6EEAC84AE722537E,1,4,0.0,0,CA,65,0.0,0,0
718,93DFF16A0830FFDF,1,5,0.0,0,US,65,0.0,0,0
719,1DD97F1880DAD572,3,9,0.0,0,DZ,63,0.0,0,0
720,22F7DAF8923B2696,1,2,0.0,0,US,64,0.0,0,0
721,BF5AA5C0693F431B,1,4,0.022699999999999998,2,ES,64,0.0,0,1
722,68D22B36A97AF72C,1,4,0.0,0,US,64,0.0,0,0
723,20AA8BF81802AEE2,1,14,0.0648,8,CA,63,0.0,0,1
724,82740D9FA7C2F250,1,28,0.054400000000000004,8,US,65,0.0,0,1
725,AB5E638AEE8FE8FD,1,13,0.0,0,DZ,64,0.0,0,0
726,A9070C83A2C7524F,1,35,0.0176,1,SA,65,0.0,0,1
727,4F5E566A827F9B9A,1,21,0.004,6,IQ,63,0.0,0,1
728,F9A6F87AB5FA01EE,1,5,0.0,0,PH,65,0.0,0,0
729,99628CAFF305EEF3,1,5,0.0,0,BR,63,0.0,0,0
730,C758A654A93EB73A,2,9,0.0,0,DZ,65,0.0,0,0
731,5DABADD889E6D0B3,2,13,0.0,0,VE,65,0.0,0,0
732,ed98c29c-9736-4f3f-a2ce-7f1fbe842b60,1,1,0.0,0,VE,65,0.0,0,0
733,1BCB602971DB0798,1,2,0.0,0,US,64,0.0,0,0
734,E42DBC2D6AA74E6D,8,46,0.0335,4,MX,65,0.0,0,1
735,C78D93BB4AEC8D03,1,3,0.0,0,MA,65,0.0,0,0
736,95AAADAAC1EBBB5C,1,4,0.0035,3,RU,65,0.0,0,1
737,64CB7CA7F37BD63A,1,4,0.0,0,DZ,64,0.0,0,0
738,fedae4e9-978b-4c29-ac48-2e19bc8267f2,1,1,0.0,0,IQ,65,0.0,0,0
739,D4600048BDE5B120,2,8,0.0,0,MX,64,0.0,0,0
740,7eac63fa-abc2-4ea2-9bc3-7390c064841c,3,4,0.0,0,US,64,0.0,0,0
741,F5C701CADE029E59,5,36,0.013399999999999999,9,PH,65,0.0,0,1
742,D1419DB0ECA3A282,2,2,0.0,0,ID,64,0.0,0,0
743,BECA6A5ABB5703B0,5,41,0.015599999999999998,9,AG,64,0.0,0,1
744,FD853D0334DF7566,1,2,0.0,0,US,63,0.0,0,0
745,2db0e282-d43c-4b38-8036-fc21b19eb322,1,1,0.0,0,CO,65,0.0,0,0
746,2bd1cc99-08e6-4cb5-b4b5-ec56e722111c,2,24,0.002,3,CI,64,0.0,0,1
747,9A83D6AA285986F6,2,4,0.0,0,US,65,0.0,0,0
748,A5E88ED7BFB0F7A0,2,4,0.0,0,CA,63,0.0,0,0
749,C45C9979CDF8C016,1,3,0.0,0,US,64,0.0,0,0
